time,title,company,county,distinct,exeperience,education,wage,url
2023/4/23,數據分析師(高雄資訊研發部),東森購物_電視購物_東森得易購股份有限公司,高雄市,鹽埕區,2年以上,大學,45000,https://www.104.com.tw/job/7r5ti?jobsource=jolist_a_relevance
2023/4/23,【土城】數據服務(DaaS)開發工程師,雲智匯科技服務股份有限公司,新北市,土城區,5年以上,大學,82500,https://www.104.com.tw/job/7ct0t?jobsource=jolist_a_relevance
2023/4/23,Oracle/SQL資料庫管理師(新竹),擎昊科技股份有限公司,新竹縣,竹北市,2年以上,專科,45000,https://www.104.com.tw/job/625py?jobsource=jolist_a_relevance
2023/4/23,商業分析專員 Liver Project Specialist,17LIVE_藝啟股份有限公司,台北市,松山區,1年以上,專科,38000,https://www.104.com.tw/job/7vmik?jobsource=jolist_a_relevance
2023/4/23,Uber_Operations Specialist_Driver Experience(專案管理/數據分析/42K起)RFS_818,藝珂人事顧問股份有限公司,台北市,信義區,2年以上,大學,46000,https://www.104.com.tw/job/7q0wj?jobsource=jolist_a_relevance
2023/4/23,【行銷科技】產品企劃、產品管理、數據分析、網站企劃（SAAS Product Planner）,玩構網路科技有限公司,高雄市,楠梓區,經歷不拘,學歷不拘,47500,https://www.104.com.tw/job/7ga0s?jobsource=jolist_a_relevance
2023/4/23,AI工程師(設計工具開發),財團法人台灣設計研究院,台北市,信義區,3年以上,碩士,51000,https://www.104.com.tw/job/7vfy8?jobsource=jolist_a_relevance
2023/4/23,Senior Backend Engineer (Python),凌諦有限公司,台北市,南港區,4年以上,大學,130000,https://www.104.com.tw/job/7f16c?jobsource=jolist_a_relevance
2023/4/23,資料科學家,趣遊科技有限公司,台北市,內湖區,2年以上,專科,45000,https://www.104.com.tw/job/7yh9e?jobsource=jolist_a_relevance
2023/4/23,【2023暑期實習】AI技術實習生 (板橋),遠傳電信股份有限公司,台北市,內湖區,經歷不拘,大學,26400,https://www.104.com.tw/job/7yl56?jobsource=jolist_a_relevance
2023/4/23,系統分析師(外派桃園大溪)【全家便利商店關係企業】,精藤股份有限公司,桃園市,大溪區,2年以上,大學,45000,https://www.104.com.tw/job/5d5xo?jobsource=jolist_a_relevance
2023/4/23,數據分析顧問 Data Analyst Consultant (台北/Taipei),凱鈿行動科技股份有限公司,台北市,中山區,1年以上,大學,52000,https://www.104.com.tw/job/7n7w0?jobsource=jolist_a_relevance
2023/4/23,"【數位金融】資料科學分析師-數據分析(數數發中心,DDT)",國泰世華商業銀行股份有限公司_人力資源部,台北市,信義區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7xh7n?jobsource=jolist_a_relevance
2023/4/23,管理部（宜科）- 數據分析 或 MIS資深工程師,立達國際電子股份有限公司,宜蘭縣,宜蘭市,5年以上,大學,60000,https://www.104.com.tw/job/6pgfr?jobsource=jolist_a_relevance
2023/4/23,數據分析師(學士),弈樂科技股份有限公司,台中市,西屯區,經歷不拘,大學,47500,https://www.104.com.tw/job/6j51q?jobsource=jolist_a_relevance
